game,bluetop,bluetopgp,bluetopwr,bluetopkda,bluejungle,bluejunglegp,bluejunglewr,bluejunglekda,bluemid,bluemidgp,bluemidwr,bluemidkda,blueadc,blueadcgp,blueadcwr,blueadckda,bluesupport,bluesupportgp,bluesupportwr,bluesupportkda,redtop,redtopgp,redtopwr,redtopkda,redjungle,redjunglegp,redjunglewr,redjunglekda,redmid,redmidgp,redmidwr,redmidkda,redadc,redadcgp,redadcwr,redadckda,redsupport,redsupportgp,redsupportwr,redsupportkda,result
6934-9344,Lucian,17,82%,4.3,Nidalee,5,80%,5.8,Renekton,8,63%,3.3,Samira,2,50%,2.6,Alistar,80,61%,4.3,Orianna,3,0%,3.5,Lillia,7,43%,3.6,Jax,1,0%,3.5,Kai'Sa,33,36%,2.5,Galio,10,20%,2.0,0
ESPORTSTMNT01/1693626,Ornn,10,40%,3.3,Graves,26,58%,4.2,Zoe,31,52%,3.9,Kai'Sa,23,22%,3.0,Alistar,11,45%,2.9,Kayle,5,60%,4.1,Olaf,15,60%,4.1,Syndra,54,70%,5.0,Aphelios,11,55%,4.0,Galio,11,55%,2.8,0
7010-9347,Darius,5,40%,1.3,Graves,23,48%,5.5,Zoe,11,18%,3.2,Syndra,7,57%,2.7,Alistar,31,19%,1.9,Aatrox,23,61%,2.6,Hecarim,5,20%,3.2,Orianna,12,75%,7.4,Kai'Sa,14,57%,3.8,Gragas,5,0%,1.9,0
ESPORTSTMNT06/1510222,Ornn,6,17%,1.2,Lillia,4,25%,4.5,Rumble,1,0%,1.0,Kai'Sa,7,43%,2.5,Alistar,3,33%,0.7,Gangplank,2,100%,3.7,Nidalee,5,40%,3.1,Zoe,5,20%,8.0,Samira,3,100%,17.0,Leona,4,75%,6.0,1
ESPORTSTMNT06/1510250,Gragas,3,33%,1.5,Hecarim,4,25%,2.4,Syndra,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Kai'Sa,6,33%,5.1,Leona,1,100%,10.0,Gnar,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Graves,1,0%,0.3,Azir,1,0%,0.3,Aphelios,1,0%,0.5,Thresh,1,0%,0.5,0
ESPORTSTMNT06/1510261,Akali,1,0%,2.3,Taliyah,3,33%,6.4,Yone,2,0%,2.0,Kai'Sa,3,33%,3.2,Galio,2,0%,1.3,Camille,3,67%,2.9,Nidalee,2,50%,7.0,Syndra,3,33%,1.9,Samira,1,100%,4.0,Alistar,6,83%,4.9,1
ESPORTSTMNT01/1693683,Ornn,1,0%,0.7,Graves,12,58%,6.5,Akali,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Samira,1,0%,0.0,Leona,4,25%,2.9,Renekton,18,61%,3.4,Nidalee,2,100%,21.0,Yone,7,100%,4.2,Viktor,1,100%,11.0,Thresh,14,36%,3.0,1
ESPORTSTMNT01/1683630,Gragas,6,67%,4.3,Pantheon,3,67%,2.8,Irelia,5,80%,3.8,Aphelios,11,36%,5.8,Thresh,2,50%,8.0,Sett,19,74%,2.3,Taliyah,1,0%,2.2,Zoe,4,0%,1.7,Kai'Sa,5,40%,2.9,Nautilus,6,33%,1.8,0
ESPORTSTMNT04/1490413,Wukong,5,40%,1.5,Taliyah,1,0%,0.8,Yone,1,0%,1.0,Kai'Sa,18,44%,3.1,Alistar,7,57%,3.1,Gnar,8,63%,3.7,Lillia,8,63%,4.1,Viktor,2,50%,14.5,Xayah,17,47%,2.6,Gragas,2,50%,2.7,1
ESPORTSTMNT04/1480491,Renekton,22,73%,3.8,Graves,17,76%,5.6,Syndra,15,53%,3.9,Kai'Sa,30,63%,3.7,Rell,6,83%,4.4,Malphite,6,0%,1.1,Kindred,26,65%,3.6,Orianna,6,33%,5.2,Aphelios,18,50%,4.4,Maokai,2,50%,3.4,0
ESPORTSTMNT01/1693727,Gragas,4,50%,2.3,Graves,8,63%,3.3,Syndra,9,67%,6.9,Jhin,5,80%,14.3,Alistar,8,88%,9.2,Volibear,5,40%,2.5,Lillia,7,43%,2.6,Viktor,2,0%,1.0,Aphelios,1,0%,1.5,Thresh,2,0%,1.2,0
ESPORTSTMNT01/1683665,Gnar,27,56%,2.9,Taliyah,4,75%,4.4,Syndra,2,50%,2.2,Samira,2,50%,3.0,Galio,3,33%,1.8,Aatrox,14,57%,4.2,Lillia,2,0%,0.7,Tristana,2,0%,0.4,Kai'Sa,6,33%,4.2,Alistar,4,50%,4.5,0
ESPORTSTMNT02/1640876,Camille,7,57%,4.0,Taliyah,5,100%,11.3,Viktor,12,25%,3.7,Kai'Sa,12,67%,7.1,Leona,18,83%,4.6,Renekton,18,56%,2.6,Lillia,8,63%,3.0,Yone,1,0%,4.5,Samira,3,67%,3.5,Maokai,2,50%,2.1,0
ESPORTSTMNT01/1683695,Renekton,10,50%,3.6,Elise,10,20%,1.5,Zoe,7,29%,2.9,Jhin,5,40%,7.1,Maokai,2,50%,3.3,Malphite,9,67%,3.3,Nidalee,6,33%,4.4,Irelia,3,67%,2.2,Aphelios,12,42%,3.9,Thresh,7,71%,10.0,1
ESPORTSTMNT01/1693767,Renekton,8,63%,2.0,Taliyah,8,63%,4.0,Syndra,12,58%,2.9,Samira,1,100%,7.5,Alistar,4,25%,1.4,Lulu,1,0%,4.5,Graves,7,29%,3.6,Orianna,4,25%,1.6,Kai'Sa,9,33%,3.2,Leona,3,33%,1.8,0
ESPORTSTMNT02/1650970,Camille,7,57%,3.6,Nidalee,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Galio,1,100%,2.4,Kai'Sa,18,44%,3.6,Rell,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Renekton,11,45%,2.8,Lillia,3,67%,3.6,Lucian,1,0%,5.0,Seraphine,1,0%,4.7,Leona,7,29%,2.5,0
ESPORTSTMNT04/1490437,Kennen,5,40%,2.1,Graves,5,40%,4.6,Karma,9,22%,2.6,Lucian,2,50%,3.2,Alistar,1,100%,6.5,Maokai,1,0%,0.3,Lillia,4,0%,0.9,Yone,2,0%,0.9,Samira,1,0%,2.0,Thresh,3,33%,2.6,0
ESPORTSTMNT04/1480515,Mordekaiser,4,100%,2.2,Olaf,5,20%,1.4,Zoe,24,42%,4.6,Miss Fortune,16,44%,3.1,Leona,9,44%,2.0,Camille,10,80%,3.2,Taliyah,2,0%,3.6,Lucian,4,25%,1.9,Kai'Sa,3,33%,2.8,Galio,7,43%,2.9,0
ESPORTSTMNT01/1683727,Renekton,4,25%,2.0,Pantheon,3,67%,1.9,Fizz,2,100%,6.2,Xayah,9,78%,7.3,Rakan,27,59%,6.4,Ornn,9,22%,2.4,Graves,15,47%,3.4,Yone,3,33%,2.4,Kai'Sa,28,61%,3.7,Alistar,18,67%,3.3,0
ESPORTSTMNT02/1650975,Ornn,8,75%,4.0,Olaf,5,60%,3.1,Twisted Fate,7,43%,2.6,Kai'Sa,16,63%,4.1,Nautilus,8,75%,3.1,Renekton,2,50%,2.7,Taliyah,6,67%,3.6,Syndra,4,75%,7.6,Miss Fortune,6,33%,5.3,Braum,7,57%,2.6,0
ESPORTSTMNT04/1490439,Maokai,1,100%,5.5,Graves,26,77%,4.7,Orianna,53,55%,5.8,Aphelios,4,75%,6.7,Thresh,36,69%,4.7,Camille,2,50%,3.0,Lillia,3,33%,5.0,Syndra,10,40%,2.9,Kai'Sa,3,33%,2.9,Rakan,2,0%,1.2,0
ESPORTSTMNT04/1480519,Renekton,9,89%,5.2,Pantheon,2,50%,3.3,Viktor,7,71%,6.5,Kai'Sa,22,73%,4.7,Maokai,1,100%,1.0,Volibear,1,0%,2.3,Nidalee,1,0%,3.3,Syndra,19,37%,3.3,Xayah,8,50%,4.8,Rakan,11,73%,7.0,0
ESPORTSTMNT03/1683506,Gnar,7,71%,3.4,Graves,10,70%,6.6,Syndra,14,43%,3.4,Jhin,32,31%,3.7,Rell,5,20%,1.0,Ornn,3,67%,4.3,Kindred,1,0%,3.8,Zoe,16,44%,3.6,Kai'Sa,5,40%,3.6,Leona,2,50%,2.5,0
ESPORTSTMNT02/1640904,Aatrox,7,29%,1.5,Ivern,2,50%,2.8,Seraphine,2,50%,5.3,Aphelios,5,20%,1.3,Galio,4,50%,2.2,Jax,4,50%,2.7,Hecarim,7,14%,1.9,Syndra,10,10%,1.1,Kai'Sa,10,60%,3.2,Rell,3,67%,2.8,0
ESPORTSTMNT04/1490445,Sett,2,100%,3.1,Nidalee,3,67%,9.5,Zoe,8,75%,6.9,Aphelios,5,40%,3.8,Thresh,6,33%,3.2,Renekton,9,33%,2.2,Hecarim,3,67%,3.2,Viktor,2,0%,2.5,Kai'Sa,12,50%,4.7,Alistar,7,57%,2.9,0
ESPORTSTMNT01/1683756,Volibear,5,60%,2.4,Taliyah,5,60%,7.0,Yone,1,0%,0.0,Tristana,13,62%,5.8,Nautilus,19,58%,3.0,Shen,1,100%,11.0,Nidalee,4,50%,7.2,Lucian,2,50%,13.0,Kai'Sa,12,50%,7.9,Galio,1,100%,12.0,1
ESPORTSTMNT01/1693830,Renekton,1,0%,0.5,Lillia,5,20%,3.7,Qiyana,4,25%,2.3,Kai'Sa,8,38%,4.6,Leona,2,0%,0.7,Gnar,12,50%,2.4,Nidalee,5,20%,1.3,Malphite,2,50%,3.8,Aphelios,9,78%,5.7,Nautilus,10,60%,4.3,1
