game,bluetop,bluetopgp,bluetopwr,bluetopkda,bluejungle,bluejunglegp,bluejunglewr,bluejunglekda,bluemid,bluemidgp,bluemidwr,bluemidkda,blueadc,blueadcgp,blueadcwr,blueadckda,bluesupport,bluesupportgp,bluesupportwr,bluesupportkda,redtop,redtopgp,redtopwr,redtopkda,redjungle,redjunglegp,redjunglewr,redjunglekda,redmid,redmidgp,redmidwr,redmidkda,redadc,redadcgp,redadcwr,redadckda,redsupport,redsupportgp,redsupportwr,redsupportkda,result
6925-9279,Gnar,13,46%,1.5,Pantheon,3,100%,12.0,Azir,38,47%,3.0,Xayah,20,40%,4.1,Leona,10,50%,2.6,Renekton,22,32%,2.3,Graves,3,0%,0.8,Orianna,7,43%,5.9,Kai'Sa,6,17%,2.1,Nautilus,18,50%,2.2,0
6995-9282,Fiora,3,0%,0.7,Graves,23,48%,5.5,Twisted Fate,2,0%,1.6,Xayah,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Nautilus,43,53%,3.1,Camille,12,67%,3.7,Karthus,5,100%,6.3,Galio,4,100%,7.9,Kai'Sa,47,72%,4.7,Rell,16,81%,3.6,1
6926-9285,Camille,13,23%,1.7,Taliyah,11,55%,6.2,Orianna,20,55%,4.0,Kai'Sa,32,59%,4.5,Leona,37,51%,2.9,Gragas,3,67%,2.6,Olaf,6,83%,4.8,Syndra,73,56%,4.1,Jhin,5,40%,6.7,Galio,18,56%,2.7,0
6994-9286,Camille,19,58%,2.9,Nidalee,21,62%,4.6,Twisted Fate,8,63%,6.2,Kai'Sa,24,58%,4.3,Thresh,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Renekton,19,37%,2.6,Graves,1,0%,3.7,Galio,9,56%,4.0,Aphelios,32,44%,3.1,Nautilus,10,60%,2.3,0
6926-9289,Camille,13,23%,1.7,Pantheon,4,50%,5.7,Orianna,20,55%,4.0,Tristana,6,33%,2.4,Galio,4,75%,2.2,Jayce,33,64%,2.3,Lillia,12,58%,4.4,Syndra,73,56%,4.1,Lucian,5,20%,3.7,Leona,15,60%,2.2,0
ESPORTSTMNT03/1682437,Yone,1,100%,5.5,Nidalee,1,100%,13.0,Akali,2,100%,5.3,Miss Fortune,1,100%,16.0,Galio,9,67%,4.3,Aatrox,3,33%,1.7,Graves,19,53%,4.2,LeBlanc,16,50%,5.3,Kai'Sa,14,36%,2.7,Nautilus,7,43%,2.3,0
ESPORTSTMNT03/1682456,Renekton,7,14%,1.5,Olaf,5,20%,2.7,Viktor,6,33%,2.6,Aphelios,14,36%,4.2,Sett,4,50%,2.6,Gragas,6,50%,5.6,Nidalee,4,75%,10.8,Jayce,4,50%,3.5,Kai'Sa,15,60%,4.4,Leona,11,64%,2.5,1
ESPORTSTMNT01/1681947,Irelia,3,67%,1.9,Ivern,8,63%,8.8,Zoe,1,0%,8.0,Samira,3,0%,2.0,Rell,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Aatrox,11,73%,4.2,Nunu & Willump,1,100%,2.3,Orianna,8,38%,2.7,Miss Fortune,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Leona,1,100%,7.0,1
ESPORTSTMNT03/1682474,Volibear,4,50%,4.7,Taliyah,2,0%,1.4,Lucian,4,0%,1.5,Jhin,16,63%,9.4,Galio,4,0%,1.0,Gragas,4,25%,1.5,Graves,21,38%,3.1,Zoe,7,71%,6.1,Kai'Sa,7,43%,3.0,Sett,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,1
ESPORTSTMNT03/1682482,Renekton,6,33%,1.5,Taliyah,2,0%,0.8,Zoe,19,37%,4.7,Kai'Sa,7,43%,3.6,Galio,1,0%,0.4,Gnar,17,53%,3.0,Graves,14,50%,3.4,Orianna,15,80%,6.6,Aphelios,14,57%,3.5,Leona,15,60%,2.7,1
ESPORTSTMNT03/1682498,Renekton,8,50%,1.9,Taliyah,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Yone,2,0%,0.8,Ashe,9,56%,5.1,Nautilus,22,55%,1.9,Malphite,7,57%,2.4,Hecarim,9,67%,4.3,Syndra,24,38%,4.0,Kai'Sa,27,70%,6.0,Galio,2,100%,16.0,1
ESPORTSTMNT01/1682000,Ornn,7,86%,3.7,Pantheon,3,100%,11.2,Orianna,15,80%,8.2,Kai'Sa,20,65%,4.7,Alistar,6,67%,4.9,Sett,6,50%,2.1,Olaf,6,33%,2.9,Syndra,4,0%,1.9,Jhin,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Leona,1,0%,3.3,0
ESPORTSTMNT03/1672441,Aatrox,14,86%,5.1,Taliyah,9,67%,4.1,Zoe,19,74%,5.2,Aphelios,14,86%,7.8,Alistar,30,67%,4.2,Jayce,4,0%,0.6,Kindred,6,17%,2.0,Orianna,10,20%,3.2,Kai'Sa,17,47%,3.0,Gragas,5,20%,2.1,0
ESPORTSTMNT01/1682040,Ornn,5,40%,2.2,Hecarim,2,0%,0.9,Orianna,8,0%,3.1,Miss Fortune,2,0%,2.6,Alistar,5,60%,3.4,Sion,3,33%,0.9,Taliyah,4,25%,2.1,Lucian,3,67%,4.2,Jhin,7,57%,6.3,Braum,2,100%,5.5,1
ESPORTSTMNT03/1672458,Aatrox,34,50%,3.6,Olaf,21,57%,3.5,Galio,12,67%,4.4,Aphelios,15,73%,4.4,Lulu,7,57%,4.6,Renekton,31,68%,4.4,Lillia,2,0%,3.0,Cassiopeia,39,54%,4.7,Samira,7,57%,2.8,Leona,8,63%,5.6,0
ESPORTSTMNT03/1672480,Gnar,5,80%,5.4,Nidalee,8,50%,5.8,Zoe,6,50%,4.9,Aphelios,7,43%,3.5,Leona,10,30%,1.9,Renekton,23,61%,2.9,Graves,44,64%,3.3,Ryze,24,67%,3.7,Kai'Sa,23,61%,6.5,Maokai,1,100%,9.0,1
ESPORTSTMNT03/1672495,Ornn,9,67%,4.5,Olaf,13,62%,3.6,Azir,46,59%,3.9,Jhin,20,60%,5.7,Maokai,1,100%,4.5,Renekton,21,52%,2.1,Graves,23,35%,2.9,Syndra,32,59%,2.8,Kai'Sa,17,35%,3.8,Alistar,47,45%,2.5,0
ESPORTSTMNT03/1672520,Gangplank,32,63%,5.9,Nidalee,5,60%,3.4,Orianna,79,72%,7.7,Aphelios,14,71%,4.8,Thresh,23,65%,4.9,Ornn,10,70%,2.8,Graves,25,44%,3.7,Syndra,16,31%,2.5,Kai'Sa,14,29%,2.5,Nautilus,6,67%,3.1,0
NA1/3747025816,Gnar,5,60%,3.7,Olaf,10,70%,3.1,Sylas,9,56%,3.5,Kai'Sa,17,53%,6.7,Galio,12,42%,4.4,Renekton,2,0%,0.0,Hecarim,5,20%,2.7,Azir,11,45%,3.0,Miss Fortune,4,25%,2.3,Seraphine,4,25%,1.8,0
NA1/3747274975,Renekton,24,71%,2.6,Lillia,14,86%,3.9,Orianna,48,65%,4.9,Kai'Sa,15,53%,6.9,Sett,10,90%,5.0,Ornn,3,33%,3.1,Olaf,6,33%,1.9,Galio,7,43%,3.4,Miss Fortune,7,57%,3.3,Thresh,2,0%,2.1,0
NA1/3747205360,Darius,5,40%,3.0,Graves,2,50%,4.8,Viktor,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Kai'Sa,16,44%,3.8,Nautilus,9,33%,2.0,Shen,13,77%,4.3,Hecarim,12,50%,3.5,Azir,12,75%,4.2,Aphelios,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Thresh,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,1
NA1/3747504571,Ornn,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Ekko,2,50%,3.5,Lucian,2,50%,2.6,Kai'Sa,20,60%,3.7,Maokai,1,100%,6.0,Volibear,2,0%,1.7,Taliyah,3,33%,4.5,Irelia,1,0%,2.5,Aphelios,3,67%,4.9,Lulu,6,67%,4.4,0
NA1/3747255192,Karma,1,100%,10.0,Olaf,6,33%,3.5,Orianna,9,44%,5.8,Aphelios,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Galio,5,80%,4.4,Aatrox,2,50%,3.8,Graves,5,20%,2.6,Zoe,2,0%,1.3,Kai'Sa,11,73%,5.6,Thresh,13,69%,6.4,0
NA1/3747075828,Cho'Gath,3,67%,1.3,Olaf,6,67%,3.1,Viktor,2,100%,10.7,Jhin,6,50%,4.7,Maokai,2,50%,1.2,Camille,11,55%,1.9,Lillia,5,60%,2.7,Zed,5,40%,1.8,Kai'Sa,15,40%,2.8,Alistar,6,33%,1.7,0
NA1/3747285086,Akali,7,57%,3.0,Olaf,28,71%,4.5,Yone,5,80%,3.6,Aphelios,24,71%,4.2,Thresh,37,41%,2.5,Ornn,4,50%,2.0,Kindred,5,60%,3.2,Xerath,12,42%,4.2,Vayne,3,67%,3.4,Leona,10,50%,3.0,0
NA1/3747394840,Kled,6,33%,2.6,Lillia,9,33%,3.1,Pantheon,3,100%,3.8,Miss Fortune,4,75%,4.6,Alistar,15,53%,3.3,Aatrox,10,60%,2.0,Nidalee,7,71%,4.3,Viktor,8,38%,2.1,Jhin,9,44%,3.1,Galio,9,44%,1.7,0
NA1/3747245504,Malphite,2,0%,1.8,Graves,11,64%,3.4,Lissandra,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Aphelios,3,33%,1.5,Thresh,3,33%,2.3,Akali,3,100%,10.3,Lee Sin,13,38%,3.2,Sylas,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Kai'Sa,5,60%,4.3,Lulu,1,100%,23.0,1
NA1/3747175418,Aatrox,30,57%,3.3,Graves,10,70%,6.2,Karma,10,60%,6.1,Kai'Sa,41,59%,4.7,Alistar,37,65%,3.5,Gangplank,26,50%,3.6,Jarvan IV,11,36%,4.1,Syndra,18,50%,2.5,Xayah,11,18%,2.6,Leona,14,50%,2.9,0
ESPORTSTMNT03/1682665,Aatrox,3,67%,3.2,Graves,10,50%,2.8,Orianna,5,60%,2.3,Aphelios,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Thresh,13,23%,2.1,Camille,8,75%,2.2,Nidalee,11,64%,3.1,Viktor,6,50%,1.9,Jhin,2,0%,2.7,Leona,6,33%,1.4,0
NA1/3747275468,Gnar,5,60%,2.7,Taliyah,6,50%,2.5,Sett,1,100%,14.0,Kai'Sa,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Galio,5,80%,4.4,Renekton,2,0%,1.3,Lillia,2,0%,1.1,Lucian,1,0%,3.0,Aphelios,2,0%,1.1,Alistar,8,50%,2.4,0
NA1/3747495111,Yone,5,60%,1.7,Graves,15,53%,3.1,Zoe,17,59%,5.4,Xayah,13,46%,4.3,Galio,2,100%,3.0,Aatrox,7,29%,1.6,Nidalee,4,25%,1.5,Renekton,3,0%,0.6,Kai'Sa,7,14%,0.9,Alistar,4,25%,0.7,0
NA1/3747215990,Shen,1,0%,1.0,Olaf,6,67%,3.1,Twisted Fate,1,0%,1.0,Kai'Sa,8,13%,2.4,Nami,1,0%,2.3,Ornn,4,50%,2.6,Lillia,5,60%,2.7,Ekko,4,75%,3.1,Vayne,6,50%,2.4,Lulu,4,75%,7.7,1
NA1/3747295669,Sion,26,42%,3.6,Olaf,16,69%,3.7,Orianna,20,55%,4.2,Jhin,8,75%,5.8,Maokai,3,67%,2.0,Darius,2,0%,1.1,Graves,7,29%,3.6,Syndra,3,33%,2.8,Miss Fortune,8,25%,3.1,Taric,6,33%,2.5,0
NA1/3747395342,Shen,7,43%,5.8,Kindred,5,0%,2.7,Viktor,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Kai'Sa,14,36%,3.3,Leona,13,46%,3.9,Wukong,5,60%,2.6,Lillia,1,100%,6.0,Azir,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Miss Fortune,6,67%,3.5,Seraphine,4,75%,4.8,1
NA1/3747086402,Renekton,2,0%,0.0,Hecarim,5,20%,2.7,Galio,5,20%,2.1,Miss Fortune,4,25%,2.3,Shen,1,0%,1.5,Camille,11,55%,2.5,Lillia,15,53%,4.2,Corki,10,30%,2.4,Kai'Sa,17,53%,6.7,Sett,3,33%,1.8,1
NA1/3747385493,Poppy,2,100%,6.3,Hecarim,8,25%,1.7,Syndra,8,88%,3.7,Miss Fortune,2,100%,3.7,Seraphine,1,100%,3.3,Camille,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Gragas,1,0%,3.0,Ekko,12,58%,4.0,Kai'Sa,20,60%,3.7,Alistar,9,56%,3.2,0
NA1/3747096311,Akali,7,57%,3.0,Zac,8,50%,5.4,Lucian,2,100%,3.3,Jhin,13,62%,7.6,Maokai,6,50%,1.9,Malphite,10,60%,3.0,Nidalee,7,43%,3.4,Xerath,12,42%,4.2,Aphelios,4,25%,2.0,Leona,10,50%,3.0,0
NA1/3746976321,Renekton,24,71%,2.6,Olaf,21,81%,4.8,Zoe,8,50%,3.7,Kai'Sa,15,53%,6.9,Galio,29,69%,5.2,Shen,2,50%,4.0,Lillia,4,0%,0.7,Ekko,3,33%,2.2,Miss Fortune,7,57%,3.3,Sett,1,0%,0.4,0
NA1/3747255896,Aatrox,11,36%,1.8,Olaf,15,53%,3.6,Syndra,7,57%,3.1,Miss Fortune,4,75%,4.6,Thresh,11,73%,4.7,Mordekaiser,3,67%,2.2,Nidalee,7,71%,4.3,Zed,3,67%,1.6,Jhin,9,44%,3.1,Alistar,16,56%,2.9,0
NA1/3747096417,Ornn,10,70%,3.9,Olaf,17,71%,5.2,Azir,12,75%,4.2,Aphelios,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Thresh,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Shen,14,64%,4.6,Kindred,2,50%,4.0,Orianna,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Miss Fortune,3,67%,5.0,Pantheon,4,50%,2.7,1
NA1/3747216211,Illaoi,2,50%,1.4,Skarner,9,56%,3.6,Syndra,18,50%,2.5,Kai'Sa,21,67%,5.5,Leona,14,50%,2.9,Camille,29,52%,2.3,Nidalee,5,80%,5.7,Galio,16,44%,3.0,Samira,3,67%,13.0,Alistar,37,65%,3.5,1
ESPORTSTMNT03/1682676,Renekton,4,25%,1.3,Graves,10,50%,2.8,Zoe,1,0%,1.4,Aphelios,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Morgana,8,25%,2.4,Shen,6,33%,3.9,Lillia,10,80%,4.5,Tristana,3,33%,3.6,Kai'Sa,10,50%,2.6,Thresh,19,53%,2.3,1
NA1/3747246481,Aatrox,7,29%,1.6,Elise,5,20%,1.7,Irelia,3,33%,1.6,Ashe,1,0%,1.8,Braum,3,33%,2.9,Yone,5,60%,1.7,Nidalee,14,57%,3.1,Brand,1,100%,2.5,Jhin,5,60%,4.6,Seraphine,1,100%,7.0,1
NA1/3747216484,Gangplank,3,33%,1.8,Olaf,6,67%,3.1,Tristana,3,33%,2.4,Heimerdinger,4,50%,3.8,Thresh,5,20%,1.5,Ornn,4,50%,2.6,Lillia,5,60%,2.7,Irelia,1,0%,2.8,Miss Fortune,3,33%,2.7,Bard,6,17%,1.3,0
NA1/3747296216,Malphite,9,78%,6.9,Olaf,16,69%,3.7,Orianna,20,55%,4.2,Kai'Sa,20,60%,3.6,Alistar,16,56%,3.8,Wukong,1,0%,1.0,Graves,7,29%,3.6,Syndra,3,33%,2.8,Jhin,1,0%,1.7,Janna,1,0%,0.9,0
NA1/3747096879,Malphite,2,0%,0.9,Lillia,3,67%,4.2,Orianna,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Samira,3,67%,3.8,Rell,12,67%,2.4,Maokai,2,50%,4.0,Graves,20,80%,5.6,Syndra,13,62%,3.4,Miss Fortune,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Alistar,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,1
NA1/3747386027,Volibear,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Kha'Zix,10,80%,4.3,Akali,1,100%,4.3,Miss Fortune,10,50%,2.7,Leona,16,50%,2.9,Gragas,2,50%,2.3,Rek'Sai,12,67%,5.1,Malzahar,4,75%,4.4,Jhin,15,47%,4.1,Thresh,3,0%,0.9,0
ESPORTSTMNT03/1682678,Camille,8,75%,2.2,Graves,14,71%,3.8,Cassiopeia,9,56%,2.5,Kai'Sa,10,50%,2.6,Bard,6,50%,2.5,Renekton,4,25%,1.3,Lillia,6,33%,3.5,Viktor,2,0%,1.3,Lucian,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Sett,3,33%,1.2,0
ESPORTSTMNT01/1682126,Jayce,2,50%,1.6,Taliyah,2,100%,10.5,Yone,1,100%,13.0,Samira,5,80%,3.8,Leona,8,50%,3.1,Wukong,1,0%,2.0,Nidalee,4,50%,4.0,Orianna,2,50%,3.0,Kai'Sa,9,56%,3.7,Alistar,3,0%,1.9,0
ESPORTSTMNT01/1682253,Aatrox,3,100%,27.0,Lillia,5,60%,1.9,Orianna,12,50%,6.6,Kai'Sa,12,67%,4.3,Alistar,5,20%,2.9,Kennen,1,0%,1.7,Graves,5,20%,2.4,Irelia,3,67%,4.1,Samira,5,60%,2.9,Maokai,2,50%,3.0,0
6927-9295,Renekton,42,67%,3.2,Olaf,35,51%,3.5,Azir,4,50%,2.9,Kai'Sa,23,30%,3.1,Rakan,9,22%,2.0,Aatrox,21,52%,2.8,Lillia,7,43%,3.6,Orianna,7,57%,5.4,Samira,5,40%,3.0,Alistar,56,43%,3.2,1
7000-9298,Aatrox,17,35%,2.4,Pantheon,5,60%,3.3,Viktor,3,33%,2.8,Jhin,4,50%,3.1,Leona,11,45%,1.9,Jayce,20,40%,2.2,Olaf,22,55%,3.1,Syndra,4,50%,2.9,Aphelios,22,27%,1.8,Thresh,15,40%,3.1,1
ESPORTSTMNT01/1682289,Renekton,2,50%,1.6,Nidalee,5,60%,4.6,Syndra,7,29%,2.2,Caitlyn,1,100%,3.0,Morgana,1,100%,6.0,Ornn,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Olaf,3,0%,1.2,Twisted Fate,2,0%,0.7,Aphelios,1,0%,2.0,Seraphine,1,0%,0.5,0
6927-9297,Camille,19,79%,3.8,Lee Sin,48,38%,2.5,Galio,18,72%,4.5,Kai'Sa,23,30%,3.1,Leona,11,45%,1.7,Ornn,15,33%,2.6,Graves,19,42%,4.4,Orianna,7,57%,5.4,Jhin,5,0%,2.0,Alistar,56,43%,3.2,0
6997-9300,Aatrox,26,50%,2.4,Pantheon,5,40%,3.3,Orianna,21,57%,4.7,Kai'Sa,4,25%,4.2,Galio,7,71%,4.2,Rumble,24,46%,3.3,Sejuani,3,67%,9.5,Irelia,21,38%,2.2,Samira,6,50%,3.1,Alistar,18,28%,1.9,1
7000-9301,Ornn,1,100%,3.0,Olaf,18,61%,3.7,Syndra,19,32%,2.9,Aphelios,6,67%,4.2,Sett,8,25%,2.3,Jayce,20,40%,2.2,Lillia,5,40%,2.9,Ekko,2,0%,1.0,Jhin,5,20%,2.2,Thresh,15,40%,3.1,0
6927-9299,Aatrox,21,52%,2.8,Olaf,8,25%,2.0,Galio,19,47%,4.0,Tristana,8,38%,3.3,Leona,17,35%,2.3,Renekton,42,67%,3.2,Pantheon,3,100%,9.3,Orianna,14,36%,3.7,Vayne,5,60%,4.1,Sett,10,40%,2.5,1
6928-9302,Jayce,24,75%,3.7,Graves,15,53%,4.8,Twisted Fate,7,43%,4.2,Miss Fortune,17,47%,3.7,Alistar,24,50%,3.8,Gnar,33,48%,2.8,Olaf,22,45%,3.2,Zoe,47,51%,4.2,Jhin,14,29%,4.0,Bard,12,75%,5.2,0
ESPORTSTMNT01/1682315,Jayce,4,50%,3.0,Nidalee,4,50%,3.3,Syndra,6,50%,2.2,Aphelios,4,50%,2.6,Thresh,9,33%,2.5,Gragas,5,40%,2.3,Olaf,15,53%,2.4,Zoe,5,20%,3.6,Ezreal,6,33%,7.7,Bard,15,27%,2.6,1
7000-9303,Renekton,18,39%,1.9,Taliyah,6,67%,5.8,Pantheon,1,100%,12.0,Xayah,4,75%,2.6,Thresh,12,42%,2.9,Aatrox,11,27%,1.8,Olaf,22,55%,3.1,Akali,3,67%,2.1,Jhin,5,20%,2.2,Galio,13,23%,2.6,0
6997-9305,Rumble,24,46%,3.3,Kindred,7,57%,3.2,Zoe,18,50%,4.4,Aphelios,17,47%,3.4,Thresh,8,25%,2.1,Aatrox,26,50%,2.4,Lillia,11,64%,7.7,Qiyana,11,73%,4.6,Kai'Sa,4,25%,4.2,Leona,9,33%,1.4,0
6928-9304,Jayce,10,60%,3.9,Lillia,11,64%,4.2,Yone,3,67%,2.3,Kai'Sa,18,50%,4.5,Galio,19,37%,3.2,Gnar,12,42%,2.4,Olaf,29,59%,5.4,Zoe,16,50%,7.0,Kalista,15,40%,3.9,Taric,2,0%,1.1,0
ESPORTSTMNT01/1682348,Aatrox,4,25%,2.0,Nidalee,3,33%,1.6,Tristana,1,0%,1.0,Miss Fortune,2,50%,7.0,Maokai,2,0%,0.4,Gnar,37,57%,3.7,Graves,9,56%,2.9,Zoe,1,100%,4.5,Kai'Sa,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Gragas,4,75%,4.0,1
6928-9306,Camille,15,60%,2.7,Pantheon,2,50%,4.0,Galio,10,30%,3.6,Miss Fortune,17,47%,3.7,Nautilus,38,39%,2.2,Renekton,53,55%,3.2,Lillia,11,64%,4.2,Zoe,47,51%,4.2,Jhin,14,29%,4.0,Maokai,1,100%,2.0,1
6999-9307,Renekton,34,65%,3.7,Nidalee,11,64%,4.4,Zoe,10,70%,5.4,Aphelios,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Thresh,23,70%,4.3,Volibear,6,67%,3.3,Lillia,6,50%,4.5,Zed,7,57%,5.1,Kai'Sa,14,57%,3.8,Nautilus,15,53%,2.0,1
6999-9308,Camille,16,63%,3.2,Taliyah,6,83%,4.7,Sylas,5,60%,1.7,Kai'Sa,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Leona,11,82%,3.9,Jax,14,57%,1.9,Hecarim,5,20%,3.2,Galio,3,0%,2.1,Samira,13,54%,5.2,Alistar,20,35%,2.5,0
6999-9309,Mordekaiser,24,67%,2.5,Hecarim,5,20%,3.2,Zoe,9,33%,3.2,Samira,13,54%,5.2,Alistar,20,35%,2.5,Camille,16,63%,3.2,Lillia,16,63%,3.9,Yone,3,67%,2.2,Xayah,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Leona,11,82%,3.9,1
ESPORTSTMNT01/1692256,Karma,15,60%,2.8,Kindred,1,100%,4.3,Sylas,9,67%,3.5,Kai'Sa,17,47%,2.7,Thresh,18,83%,5.4,Shen,6,50%,4.9,Graves,13,62%,4.1,Akali,2,50%,2.4,Aphelios,12,67%,5.1,Leona,3,67%,3.6,0
ESPORTSTMNT01/1692281,Gragas,3,67%,4.0,Olaf,3,33%,2.3,Seraphine,5,40%,3.8,Kai'Sa,28,61%,3.7,Leona,10,70%,3.3,Renekton,7,43%,2.5,Nidalee,4,50%,7.2,Ekko,2,100%,17.5,Jhin,4,50%,44.0,Rakan,2,100%,9.3,1
ESPORTSTMNT01/1682441,Renekton,9,78%,6.7,Olaf,3,100%,4.3,Syndra,16,63%,3.7,Jhin,2,50%,5.7,Blitzcrank,5,80%,4.4,Camille,1,0%,0.7,Taliyah,2,0%,1.2,Viktor,1,0%,1.5,Aphelios,1,0%,0.6,Thresh,9,44%,3.3,0
ESPORTSTMNT01/1692300,Renekton,10,50%,3.6,Taliyah,2,50%,2.5,Zoe,7,29%,2.9,Jhin,5,40%,7.1,Maokai,2,50%,3.3,Gnar,2,50%,1.0,Pantheon,1,0%,0.8,Viktor,9,33%,4.3,Miss Fortune,4,25%,2.3,Leona,3,33%,1.8,0
ESPORTSTMNT01/1682464,Renekton,2,50%,1.5,Ivern,1,100%,9.0,Anivia,2,50%,8.5,Ezreal,3,33%,1.1,Maokai,2,50%,1.5,Wukong,3,33%,2.9,Hecarim,1,0%,1.0,Seraphine,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Kai'Sa,4,25%,2.9,Leona,5,40%,2.4,0
ESPORTSTMNT04/1480272,Gnar,10,70%,4.4,Olaf,8,50%,3.3,Viktor,7,71%,4.2,Aphelios,21,57%,3.3,Thresh,16,38%,2.9,Malphite,1,0%,1.0,Kayn,4,50%,2.5,Zoe,6,50%,3.4,Jhin,1,0%,1.0,Braum,6,33%,1.5,0
ESPORTSTMNT04/1480275,Aatrox,11,73%,4.2,Hecarim,4,75%,3.2,Anivia,3,67%,3.3,Jhin,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Seraphine,1,100%,7.0,Renekton,5,60%,3.8,Karthus,1,0%,1.8,Irelia,1,0%,1.8,Aphelios,1,0%,4.5,Thresh,2,50%,4.6,0
ESPORTSTMNT01/1692326,Gnar,27,37%,1.7,Olaf,1,100%,2.5,Syndra,15,73%,4.5,Kai'Sa,15,53%,6.7,Gragas,4,50%,2.5,Renekton,7,43%,3.2,Graves,4,50%,3.4,Viktor,3,33%,3.3,Ezreal,4,25%,3.3,Braum,4,25%,1.9,0
ESPORTSTMNT01/1682498,Renekton,3,33%,1.9,Olaf,3,0%,2.0,Zoe,2,0%,1.8,Jhin,2,0%,1.7,Thresh,9,44%,3.3,Aatrox,8,88%,3.7,Lillia,5,80%,4.7,Irelia,5,80%,4.2,Seraphine,2,100%,8.0,Pyke,15,60%,2.9,1
ESPORTSTMNT04/1490245,Poppy,14,43%,2.2,Pantheon,1,0%,1.8,Anivia,1,0%,1.4,Kai'Sa,17,65%,4.0,Alistar,4,75%,2.9,Camille,11,55%,3.0,Olaf,10,40%,2.1,Taliyah,19,68%,3.4,Vayne,2,50%,3.6,Leona,6,67%,4.6,1
ESPORTSTMNT04/1480302,Volibear,2,50%,2.2,Graves,2,50%,2.4,Seraphine,1,100%,6.0,Kai'Sa,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Alistar,6,50%,3.2,Vladimir,1,0%,7.0,Olaf,1,0%,2.5,Orianna,4,25%,1.8,Xayah,5,20%,1.7,Leona,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,0
ESPORTSTMNT01/1692355,Gragas,1,0%,3.0,Olaf,10,70%,6.1,Orianna,8,38%,5.0,Senna,6,33%,3.6,Galio,3,33%,1.8,Cho'Gath,24,75%,3.2,Graves,13,46%,5.0,Syndra,19,68%,5.1,Aphelios,16,69%,8.4,Braum,12,50%,4.0,1
ESPORTSTMNT01/1682526,Jayce,6,50%,2.6,Hecarim,3,100%,8.6,Seraphine,2,100%,15.0,Kai'Sa,4,50%,4.6,Lulu,2,50%,3.3,Gnar,2,0%,1.2,Graves,2,0%,1.0,Morgana,1,0%,1.3,Ezreal,3,33%,1.1,Nautilus,1,0%,0.6,0
